sudut,kecepatan,delta_sudut_puncak,label
17.05066449674313,256.57482147216797,4.711029346418076,fall
20.069181617727438,258.6887741088867,4.711029346418076,fall
32.514514938334,249.32086944580078,8.932355732441817,fall
36.7519280829149,313.9902877807617,8.932355732441817,fall
40.88215585711631,312.45243072509766,8.932355732441817,fall
44.72839195799575,268.1414794921875,8.932355732441817,fall
51.74932119896077,285.23231506347656,8.932355732441817,fall
50.44049844383092,382.66571044921875,8.932355732441817,fall
55.56860592383128,199.7197723388672,8.932355732441817,fall
56.91932670474557,380.4487609863281,8.932355732441817,fall
66.43611741479398,206.8109893798828,9.516790710048411,fall
72.47285629742643,387.4280548095703,9.516790710048411,fall
66.65096242741785,330.40077209472656,9.516790710048411,fall
72.18993181065905,159.92340087890625,9.516790710048411,fall
69.47974850921544,541.1139678955078,9.516790710048411,fall
61.91505969666677,539.71435546875,9.516790710048411,fall
37.18919023048272,720.6161499023438,24.72586946618405,fall
56.25098052963022,1324.211654663086,24.72586946618405,fall
76.85332528993332,-198.057861328125,62.06309788758306,fall
60.10214944938882,140.81336975097656,62.06309788758306,fall
63.77742187447318,138.01849365234375,62.06309788758306,fall
15.045719046505914,203.03604125976562,62.06309788758306,fall
53.418421227621074,171.50390625,6.4504585365000295,fall
53.703512010059534,264.89559173583984,6.4504585365000295,fall
57.25782973917516,130.3095245361328,6.4504585365000295,fall
61.6400797904212,189.28115844726562,6.4504585365000295,fall
63.46173971438575,320.2649688720703,6.4504585365000295,fall
67.58776279603954,374.2964172363281,6.4504585365000295,fall
70.66587906701739,436.9104766845703,6.4504585365000295,fall
72.48813320412872,202.6318359375,6.4504585365000295,fall
67.50639880755553,425.1990509033203,6.4504585365000295,fall
64.32037434038695,291.1054229736328,6.4504585365000295,fall
62.31152346430726,268.5955810546875,6.4504585365000295,fall
63.706624112401656,155.73760986328125,6.4504585365000295,fall
68.42262485495216,139.92874145507812,6.4504585365000295,fall
72.64818993208769,316.4165496826172,6.4504585365000295,fall
68.17640704590305,50.30708312988281,6.4504585365000295,fall
64.82045807648483,19.948196411132812,6.4504585365000295,fall
80.80657073505667,563.8323211669922,15.986112658571841,fall
83.20940851240171,574.3842315673828,15.986112658571841,fall
86.0045838869622,144.0209197998047,15.986112658571841,fall
82.02032312111292,90.076904296875,15.986112658571841,fall
84.22684917174396,239.5813751220703,15.986112658571841,fall
83.33594982510454,-34.90608215332031,15.986112658571841,fall
77.0910162311557,-29.14306640625,15.986112658571841,fall
72.41332230142297,341.48231506347656,15.986112658571841,fall
75.69464947865235,-90.49575805664062,15.986112658571841,fall
78.30895956346802,16.094970703125,15.986112658571841,fall
75.78521523459814,-113.56681823730469,15.986112658571841,fall
71.52556021632992,180.15953063964844,15.986112658571841,fall
74.8199196522623,302.0100402832031,15.986112658571841,fall
72.14396587405761,-195.33370971679688,15.986112658571841,fall
71.496773096488,-51.87469482421875,15.986112658571841,fall
73.11112135187501,50.498199462890625,15.986112658571841,fall
75.04906181264073,65.66047668457031,15.986112658571841,fall
74.2897070011634,-14.275131225585938,15.986112658571841,fall
79.62272202855203,386.1078643798828,15.986112658571841,fall
79.00734486669515,3.099517822265625,15.986112658571841,fall
13.0394101555672,232.1707534790039,5.973168089635336,fall
13.723980229006369,242.91057586669922,5.973168089635336,fall
15.290544747017487,283.4294128417969,5.973168089635336,fall
14.47858597626421,282.2760772705078,5.973168089635336,fall
14.999801224607996,291.74549102783203,5.973168089635336,fall
17.109531955260575,469.1221618652344,5.973168089635336,fall
17.13538712957566,378.6995315551758,5.973168089635336,fall
17.58722035161937,304.7750473022461,2.7116985573533565,fall
16.369766811292894,327.3457717895508,2.7116985573533565,fall
15.690467383883801,371.05762481689453,2.7116985573533565,fall
14.970857652563016,316.3165283203125,2.7116985573533565,fall
14.291726770975576,269.8329162597656,2.7116985573533565,fall
14.435468277869871,247.8519058227539,2.7116985573533565,fall
12.93139276581375,302.05467224121094,2.7116985573533565,fall
9.650367853806715,319.4146728515625,3.2810249120070356,fall
3.8678501094073834,425.9532165527344,5.782517744399332,fall
2.35648736232307,203.5466766357422,5.782517744399332,fall
25.811274065301998,305.26634216308594,14.081886142969404,fall
33.19787276140476,319.0708923339844,14.081886142969404,fall
50.55792195086422,114.6493148803711,4.229653333816422,fall
54.87780728010834,60.187225341796875,4.319885329244123,fall
56.61391303726539,97.81791687011719,4.319885329244123,fall
57.144205423707085,-40.19805908203125,4.319885329244123,fall
58.78221287042404,103.63689422607422,4.319885329244123,fall
63.78691778541644,7.365074157714844,5.004704914992402,fall
65.27270495933931,82.9599380493164,5.004704914992402,fall
67.5544365085874,8.036727905273438,5.004704914992402,fall
69.33575701713657,149.67910766601562,5.004704914992402,fall
68.90098552937646,213.18511962890625,5.004704914992402,fall
74.65435085248915,143.16490173339844,5.753365323112689,fall
73.8889536597839,96.21505737304688,5.753365323112689,fall
76.84317695541023,149.39437866210938,5.753365323112689,fall
76.54909540018309,318.5321044921875,5.753365323112689,fall
78.86979025448207,332.0416259765625,5.753365323112689,fall
75.47801967740679,333.84178161621094,5.753365323112689,fall
71.12133885797286,244.74746704101562,5.753365323112689,fall
64.21481116424724,274.82643127441406,6.9065276937256215,fall
69.58903182969655,90.24856567382812,6.9065276937256215,fall
63.72957558457874,506.3484191894531,6.9065276937256215,fall
65.78371090244212,79.03358459472656,6.9065276937256215,fall
58.46062831495355,184.16473388671875,7.323082587488571,fall
58.657475669839314,335.17433166503906,7.323082587488571,fall
59.828729552851705,-163.55117797851562,7.323082587488571,fall
63.858181314446725,533.4143829345703,20.226138913549377,fall
76.02409387826168,906.4668273925781,20.226138913549377,fall
78.6375399904046,187.98751831054688,32.752801875212,fall
88.11716394361164,254.68826293945312,32.752801875212,fall
77.39114409665603,-269.1545104980469,32.752801875212,fall
72.33457003816194,134.62852478027344,32.752801875212,fall
75.54536420937603,81.95594787597656,32.752801875212,fall
77.36884840655102,74.77500915527344,32.752801875212,fall
86.33847030993408,710.4837799072266,32.752801875212,fall
87.66645000884746,60.785980224609375,32.752801875212,fall
84.84726456211892,284.970703125,32.752801875212,fall
80.19296803586464,-320.1567077636719,32.752801875212,fall
76.0781527067892,435.11146545410156,35.15888761754222,fall
33.31098756405926,360.9228515625,7.517305682870619,fall
41.493604954868815,207.44922637939453,8.182617390809554,fall
51.66043531038579,285.2366638183594,10.166830355516979,fall
59.49189412074657,80.47794342041016,10.166830355516979,fall
63.9930100845466,257.51392364501953,10.166830355516979,fall
78.18997422855365,217.9712677001953,14.196964144007055,fall
80.90615336852153,309.5807647705078,14.196964144007055,fall
80.0696211145237,455.7563781738281,14.196964144007055,fall
87.98359543236731,144.4983673095703,14.196964144007055,fall
87.08310178514341,367.4370574951172,14.196964144007055,fall
86.67565386283287,420.3007507324219,14.196964144007055,fall
86.10287941185126,239.51499938964844,14.196964144007055,fall
85.62034472134633,208.73886108398438,14.196964144007055,fall
77.52748343716775,1748.2958221435547,14.196964144007055,fall
64.38864307030362,724.2333984375,14.196964144007055,fall
59.7934137869168,373.64158630371094,14.196964144007055,fall
59.40224298017659,-576.0665130615234,14.196964144007055,fall
84.86331355567535,-66.72477722167969,25.46107057549876,fall
84.9765476682435,234.3669891357422,25.46107057549876,fall
68.16750817108759,-36.26678466796875,25.46107057549876,fall
71.42309304070818,231.20864868164062,25.46107057549876,fall
65.0313506380328,29.260025024414062,25.46107057549876,fall
70.36002800826857,-5.894622802734375,25.46107057549876,fall
