sudut,kecepatan,delta_sudut_puncak,label
0.2654522963096487,-179.38705444335938,62.51820924790484,normal
36.25806312292767,-36.63524218766,3.909062461202304,normal
1.6781026506420371,-93.0878448486328,2.3882925767557026,normal
81.72190220187521,-59.07309353599048,5.75382915724046,normal
2.058731570810439,-79.48539733886719,1.9898805895517813,normal
76.38838553103604,-79.24902324684211,2.695279131747625,normal
9.801058377378084,-44.55554646253538,2.9093824691685217,normal
51.65034063127552,89.52919006347656,50.03755208416193,normal
5.150676969332319,-23.407516479492188,2.1062559651575583,normal
2.6221702229573616,-6.5313720703125,15.3024321408965,normal
19.132598605538927,30.810470581054688,4.852344328773569,normal
46.976628206001,135.22865295410156,5.592984754986055,normal
10.04938878514474,35.49727856218541,1.1459763448980027,normal
20.466994443250226,-18.901162281241184,2.199357019505868,normal
59.34444996418381,52.188262939453125,5.025505746764079,fall
80.277176556778,13.754448850215596,2.2851879189527864,normal
1.859950707110461,-12.661628723144531,1.103705911513701,normal
88.54541020022842,-66.34656079391841,1.2377995887367064,normal
1.064583211535569,-27.882957458496094,2.195062570198413,normal
81.26149785490779,-179.4257354736328,56.96384603609644,fall
18.35682757392862,-0.0392532348632812,3.5870467551436445,normal
1.870073423656736,7.398948669433594,1.163607466939237,normal
83.1495515860052,92.35084533691406,6.105657713347583,fall
78.68600536562744,-15.714797973632812,6.33739040024912,fall
50.37382814501137,169.573974609375,7.427901300526258,fall
71.51675095524145,9.912643432617188,43.66478246060224,fall
4.247554430261853,23.475946203846227,5.939677733468814,normal
83.8993322316323,-126.7439787351642,2.952407213378052,normal
64.47507231334895,-2.874031862925998,7.365663028706933,normal
76.34409016566615,-74.381103515625,4.142698743828717,fall
84.76825678547551,-91.3887583464103,1.5768729845789269,normal
4.195251421389723,17.414703369140625,2.561960978387657,normal
87.27658190142319,-30.70102501890437,1.1079960848472865,normal
4.75706540205301,-37.14683532714844,4.822320425576994,normal
24.473567030175666,41.23077392578125,25.095720339330317,normal
82.75014254478013,164.95811462402344,7.443565969485604,fall
84.52222263158941,-141.7357635498047,8.656952983578705,fall
11.453586601183778,-95.05315563421904,1.1854973731183094,normal
85.81326920490345,-22.836685180664062,4.716383931112077,fall
2.011526468801493,-102.16472625732422,3.101239625472119,normal
0.0828222001621722,170.17192840576172,1.5770205341313333,normal
23.21497571175226,-50.98547781439557,2.4861280991613164,normal
5.255747750889809,30.39344787597656,12.266520559042334,normal
6.052772246199968,620.2867126464844,76.69737029858017,fall
77.33565851373622,34.32792663574219,18.2213742865502,normal
2.2240084876679123,10.906105041503906,5.591210019614618,normal
21.859238177383613,163.06262969970703,18.81486926331424,normal
4.026389812458399,-50.70233731900687,5.971416466511721,normal
64.25353943983897,371.0902404785156,6.283606398139348,fall
0.3216693782951542,-6.707100172577899,3.3077318742028794,normal
4.4079571504471815,63.900038019516,1.9097162382024584,normal
1.5141420271633856,30.00732421875,1.2275232585508378,normal
87.95301293522148,53.472747802734375,4.753890298938515,fall
2.833681631161465,86.98542493998694,1.3568386902753415,normal
16.857167576206603,8.878247681809944,3.0400910892950463,normal
87.33528812032574,-52.348231321797584,0.2944982649502776,normal
59.60509275234015,190.1932311755632,7.365663028706933,normal
76.9972186270256,-44.6208489270618,1.718342295235388,normal
44.77040796982634,-230.56079864501956,20.939485944905613,normal
88.34557906985968,21.02136279247828,1.0097207777788242,normal
11.018232525524176,11.728248596191406,2.3990528481022,normal
62.31152346430726,268.5955810546875,6.4504585365000295,fall
64.33226615440583,-197.4389623417368,5.75382915724046,normal
4.566907983185923,8.627993514374403,3.5019335832125438,normal
82.23199400874981,-195.42526245117188,13.100915807619003,fall
85.37578392728993,12.682113647460938,6.909297164945116,fall
87.33250921681605,-68.95042419433594,56.96384603609644,fall
3.606153718270959,-21.29230499267578,2.048110465818001,normal
0.8199570287684873,-14.87079620361328,0.8466583717563787,normal
5.282840394700403,-374.2570495605469,55.53682090937392,normal
65.9517819363592,-13.304443359375,7.770959819671454,normal
2.5780488091325098,-18.73844146728516,1.23613138542122,normal
68.00619085320331,27.644805908203125,4.659345377714004,fall
6.363933471101501,71.1507797241211,1.9875752976005363,normal
3.4149035129616663,22.67292022705078,2.9573117447359736,normal
2.718561848575751,27.784423828125,0.8962376852628582,normal
4.358912688991788,-9.734573364257812,2.09844598588691,normal
11.675546485761307,91.40493392944336,2.321320347605985,normal
84.62115594180727,15.26964088317464,2.7780537024421363,normal
82.44621880653087,11.173187661827855,2.7436022279165826,normal
66.35761459852237,-8.054897100906267,31.87934854198249,normal
2.651717327566785,-3.905343260879011,3.350368159289071,normal
12.641547559893038,-7.80293087352475,32.83876998007711,normal
30.20792528881693,-346.6552734375,47.1274478254786,normal
16.50708090378764,103.29826354980467,7.921166199480561,normal
1.90433091346148,70.85426330566406,3.3264095484902945,normal
1.8289235351522275,-16.172332763671875,3.245219477868557,normal
31.347251096419907,159.50225830078125,5.151073739662099,normal
1.5318440227788932,-11.90826416015625,1.269318708838025,normal
82.80812030273829,-146.19232177734375,12.404824644320705,fall
1.997348964259784,69.28684765418528,3.3143238617521678,normal
